participant_id,session_id,query,timestamp_ms,results_count
206693830,57ea58ef-9f64-4bfa-8097-a0e406d30d2a,learnin with AI,1763925013826,
206693830,57ea58ef-9f64-4bfa-8097-a0e406d30d2a,brain with AI,1763925058313,
206693830,57ea58ef-9f64-4bfa-8097-a0e406d30d2a,studying with AI,1763925223032,
206693830,57ea58ef-9f64-4bfa-8097-a0e406d30d2a,effect of AI on brain,1763925265284,
206693830,57ea58ef-9f64-4bfa-8097-a0e406d30d2a,effect of AI on brain,1763925300584,
206693830,57ea58ef-9f64-4bfa-8097-a0e406d30d2a,AI affect,1763925316425,
206693830,57ea58ef-9f64-4bfa-8097-a0e406d30d2a,learning and artifical intellignce,1763925352685,
206712465,1d684d6d-adf3-4eb8-a5bc-839a00560b02,sotial networks effect on the brain,1763834317838,
206712465,1d684d6d-adf3-4eb8-a5bc-839a00560b02,sotial networks effect on the brain,1763834332085,
206712465,1d684d6d-adf3-4eb8-a5bc-839a00560b02,dopamine and scrolling,1763834349944,
206712465,1d684d6d-adf3-4eb8-a5bc-839a00560b02,dopamine and scrolling,1763834385329,
206712465,1d684d6d-adf3-4eb8-a5bc-839a00560b02,Social networks,1763834431983,
206712465,1d684d6d-adf3-4eb8-a5bc-839a00560b02,dopamine and scrolling,1763834441329,
206712465,1d684d6d-adf3-4eb8-a5bc-839a00560b02,Social networks כשבקנםםל,1763834449813,
206712465,1d684d6d-adf3-4eb8-a5bc-839a00560b02,Social networks facebook,1763834458656,
206712465,1d684d6d-adf3-4eb8-a5bc-839a00560b02,facebook,1763834464798,
206941528,3ad65887-a085-4dd4-a266-7ee7e028efc7,AI,1764007859024,
206941528,3ad65887-a085-4dd4-a266-7ee7e028efc7,INTEGRITY,1764007883956,
206941528,3ad65887-a085-4dd4-a266-7ee7e028efc7,INTEGRITY WITH AI,1764007895106,
206941528,3ad65887-a085-4dd4-a266-7ee7e028efc7,AI,1764007905798,
206941528,3ad65887-a085-4dd4-a266-7ee7e028efc7,AI AFFECT,1764008061840,
206941528,3ad65887-a085-4dd4-a266-7ee7e028efc7,AI EFFECT,1764008075380,
206941528,3ad65887-a085-4dd4-a266-7ee7e028efc7,WORK ETHICS,1764008147462,
206941528,3ad65887-a085-4dd4-a266-7ee7e028efc7,AI FUTURE,1764008199044,
206941528,3ad65887-a085-4dd4-a266-7ee7e028efc7,CHAT GPT,1764008218812,
206941908,17dafde7-59e4-4805-8196-8afb4cf64683,social media,1763568779689,
206941908,17dafde7-59e4-4805-8196-8afb4cf64683,dopamine,1763568942120,
206941908,17dafde7-59e4-4805-8196-8afb4cf64683,mood,1763568990806,
206941908,17dafde7-59e4-4805-8196-8afb4cf64683,social media,1763569046498,
206941908,17dafde7-59e4-4805-8196-8afb4cf64683,technology,1763569208898,
207034471,061a6fdd-515d-455a-b7bb-7351aff4d4b4,communticaon,1763556395258,
207034471,061a6fdd-515d-455a-b7bb-7351aff4d4b4,speech,1763556433325,
207034471,061a6fdd-515d-455a-b7bb-7351aff4d4b4,community,1763556444672,
207034471,061a6fdd-515d-455a-b7bb-7351aff4d4b4,social network,1763556482546,
207034471,061a6fdd-515d-455a-b7bb-7351aff4d4b4,facebook,1763556581455,
207034471,061a6fdd-515d-455a-b7bb-7351aff4d4b4,twitter,1763556675718,
207431370,317ae360-4817-4b98-aa72-3f68bbe0bae9,social media,1764339389606,
207431370,317ae360-4817-4b98-aa72-3f68bbe0bae9,computer in human behavior,1764339677117,
207431370,317ae360-4817-4b98-aa72-3f68bbe0bae9,mental health,1764339692628,
207431370,317ae360-4817-4b98-aa72-3f68bbe0bae9,anxiety,1764339703958,
207431370,317ae360-4817-4b98-aa72-3f68bbe0bae9,posting,1764339724764,
207431370,317ae360-4817-4b98-aa72-3f68bbe0bae9,social media,1764339741621,
207431370,317ae360-4817-4b98-aa72-3f68bbe0bae9,body positive,1764339923246,
207431370,317ae360-4817-4b98-aa72-3f68bbe0bae9,eating disorder,1764339952595,
207431370,317ae360-4817-4b98-aa72-3f68bbe0bae9,self esteem,1764339966584,
207432196,2c95a080-7ed3-40cb-8b2f-a658acfd30af,wwe,1765290620799,
207432196,2c95a080-7ed3-40cb-8b2f-a658acfd30af,AI agents,1765290631370,
207432196,2c95a080-7ed3-40cb-8b2f-a658acfd30af,AI in the futer,1765290937931,
207432196,2c95a080-7ed3-40cb-8b2f-a658acfd30af,alfa fold,1765290961297,
207432196,2c95a080-7ed3-40cb-8b2f-a658acfd30af,alpha zero,1765291004412,
207432196,2c95a080-7ed3-40cb-8b2f-a658acfd30af,back pack,1765291097592,
207583204,1b7ac950-a81d-46a9-a7ec-1aea4120bca2,ai use in counter terrorisms,1763481048910,
207583204,1b7ac950-a81d-46a9-a7ec-1aea4120bca2,counterterrorism,1763481065964,
207730854,a0605cea-6c12-4264-8dc6-339098fcadd8,Human race,1764428689907,
207730854,a0605cea-6c12-4264-8dc6-339098fcadd8,humans,1764428715928,
207747361,038da880-8169-4dd1-a9b6-322d28ef263b,cognitive load,1763589258059,
207747361,038da880-8169-4dd1-a9b6-322d28ef263b,concentration,1763589377980,
207747361,038da880-8169-4dd1-a9b6-322d28ef263b,focus,1763589398238,
207747361,038da880-8169-4dd1-a9b6-322d28ef263b,consistency,1763589425602,
207747361,038da880-8169-4dd1-a9b6-322d28ef263b,concentrate,1763589453628,
207747361,038da880-8169-4dd1-a9b6-322d28ef263b,distructions,1763589483886,
207747361,038da880-8169-4dd1-a9b6-322d28ef263b,distraction,1763589495250,
207747361,038da880-8169-4dd1-a9b6-322d28ef263b,attention,1763589707706,
207805821,f57ef0cc-ab74-40cf-bbfd-e6a71fb0ac46,technology,1763581992435,
207805821,f57ef0cc-ab74-40cf-bbfd-e6a71fb0ac46,future,1763582023130,
207805821,f57ef0cc-ab74-40cf-bbfd-e6a71fb0ac46,space,1763582037169,
207805821,f57ef0cc-ab74-40cf-bbfd-e6a71fb0ac46,ai,1763582045838,
207805821,f57ef0cc-ab74-40cf-bbfd-e6a71fb0ac46,המהפכה הדיגיטלית,1763582091454,
207805821,f57ef0cc-ab74-40cf-bbfd-e6a71fb0ac46,The digital revolution,1763582116157,
207805821,f57ef0cc-ab74-40cf-bbfd-e6a71fb0ac46,אקבימםךםעט,1763582292923,
207805821,f57ef0cc-ab74-40cf-bbfd-e6a71fb0ac46,yechnology,1763582312476,
207805821,f57ef0cc-ab74-40cf-bbfd-e6a71fb0ac46,tech,1763582418756,
207852096,72556e7c-73c2-410c-a502-03360d146dd5,social media,1764017720942,
208152439,3ff60f0f-e5cb-4613-b2a1-e73fc2b11691,ai agent,1765490223444,
208152439,3ff60f0f-e5cb-4613-b2a1-e73fc2b11691,ai agent,1765490232609,
208152439,3ff60f0f-e5cb-4613-b2a1-e73fc2b11691,climent chanhe,1765490484951,
208152439,3ff60f0f-e5cb-4613-b2a1-e73fc2b11691,climate change,1765490492563,
208152439,3ff60f0f-e5cb-4613-b2a1-e73fc2b11691,humenids,1765490557664,
208152439,3ff60f0f-e5cb-4613-b2a1-e73fc2b11691,humanize,1765490573647,
208152439,3ff60f0f-e5cb-4613-b2a1-e73fc2b11691,humanise,1765490603041,
208152439,3ff60f0f-e5cb-4613-b2a1-e73fc2b11691,humanizing rovots,1765490613237,
208152439,3ff60f0f-e5cb-4613-b2a1-e73fc2b11691,robots,1765490626095,
208245035,36af777a-501b-499d-b503-0d9f80fc43f1,ai,1763479857304,
208245035,36af777a-501b-499d-b503-0d9f80fc43f1,ai affect,1763479878551,
208245035,36af777a-501b-499d-b503-0d9f80fc43f1,ai affect,1763479891059,
208245035,36af777a-501b-499d-b503-0d9f80fc43f1,affect,1763479897571,
208245035,36af777a-501b-499d-b503-0d9f80fc43f1,how ai will affect humen,1763479921598,
208245035,36af777a-501b-499d-b503-0d9f80fc43f1,socity,1763479952366,
208245035,36af777a-501b-499d-b503-0d9f80fc43f1,fuck,1763479956974,
208245035,36af777a-501b-499d-b503-0d9f80fc43f1,work,1763479973531,
208302661,a64cdb91-7563-44c7-8572-97a273d1089c,AI,1764181081786,
208302661,a64cdb91-7563-44c7-8572-97a273d1089c,intiligence,1764181190685,
208302661,a64cdb91-7563-44c7-8572-97a273d1089c,language,1764181293587,
208302661,a64cdb91-7563-44c7-8572-97a273d1089c,learning,1764181624874,
208324392,1aa78760-9177-4423-a529-9bf364a922a2,technologhy inerpersonal skills,1763833308546,
208324392,1aa78760-9177-4423-a529-9bf364a922a2,technologt,1763833325266,
208324392,1aa78760-9177-4423-a529-9bf364a922a2,technology researches,1763833348573,
208324392,1aa78760-9177-4423-a529-9bf364a922a2,phubbing,1763833479329,
208912675,4abf981c-b219-49f7-a771-7e3ca82b3b07,technology,1763584427625,
208912675,4abf981c-b219-49f7-a771-7e3ca82b3b07,ai,1763584620988,
208944017,391d95ed-a2f0-48bb-bad2-9c693c3534aa,human engineering,1763553682004,
208944017,391d95ed-a2f0-48bb-bad2-9c693c3534aa,socual engineering,1763553708897,
208944017,391d95ed-a2f0-48bb-bad2-9c693c3534aa,social engineering,1763553739684,
208944017,391d95ed-a2f0-48bb-bad2-9c693c3534aa,social engineering,1763554009764,
208944017,391d95ed-a2f0-48bb-bad2-9c693c3534aa,bbc,1763554023567,
209232008,f1e2c884-8520-4969-b999-3ef147c90985,technology in scools,1763828815293,
209232008,f1e2c884-8520-4969-b999-3ef147c90985,aducation,1763828826735,
209232008,f1e2c884-8520-4969-b999-3ef147c90985,aducation,1763828831488,
209232008,f1e2c884-8520-4969-b999-3ef147c90985,technology,1763828841004,
209232008,f1e2c884-8520-4969-b999-3ef147c90985,adduction,1763828872986,
209232008,f1e2c884-8520-4969-b999-3ef147c90985,Education,1763828908566,
209232008,f1e2c884-8520-4969-b999-3ef147c90985,education,1763829350826,
209363712,74c83454-a2be-46bd-8131-9e58f96e4117,artificial intelligence,1763888101160,
209434950,ed77f76a-1d79-4171-86ed-c695759eb4af,data centers\,1763580820574,
209434950,ed77f76a-1d79-4171-86ed-c695759eb4af,Data centers,1763580833546,
209434950,ed77f76a-1d79-4171-86ed-c695759eb4af,Mile Island nuclear,1763581170134,
209434950,ed77f76a-1d79-4171-86ed-c695759eb4af,Mile island,1763581184276,
209434950,ed77f76a-1d79-4171-86ed-c695759eb4af,China water,1763581226005,
209434950,ed77f76a-1d79-4171-86ed-c695759eb4af,China water,1763581242435,
209434950,ed77f76a-1d79-4171-86ed-c695759eb4af,China,1763581252188,
209434950,ed77f76a-1d79-4171-86ed-c695759eb4af,europe climate change,1763581293345,
209434950,ed77f76a-1d79-4171-86ed-c695759eb4af,Europ climate,1763581300697,
209434950,ed77f76a-1d79-4171-86ed-c695759eb4af,global warming,1763581325113,
209434950,ed77f76a-1d79-4171-86ed-c695759eb4af,green house,1763581390737,
209515154,cfead0a7-adba-44c4-a7be-f49d38658272,social media and mental health,1765460527259,
209515154,cfead0a7-adba-44c4-a7be-f49d38658272,social media disadvantages,1765460761771,
209515154,cfead0a7-adba-44c4-a7be-f49d38658272,social media habits,1765460783169,
209515154,cfead0a7-adba-44c4-a7be-f49d38658272,social,1765460789101,
209515154,cfead0a7-adba-44c4-a7be-f49d38658272,social media,1765460799030,
209515154,cfead0a7-adba-44c4-a7be-f49d38658272,mental health,1765460818923,
209515154,cfead0a7-adba-44c4-a7be-f49d38658272,mental health in digital age,1765460887859,
209515154,cfead0a7-adba-44c4-a7be-f49d38658272,mental health and technology,1765460906639,
209515154,cfead0a7-adba-44c4-a7be-f49d38658272,social media effects,1765460919439,
209515154,cfead0a7-adba-44c4-a7be-f49d38658272,social media teenagers,1765460932125,
209515154,cfead0a7-adba-44c4-a7be-f49d38658272,social media influence,1765460941504,
209515154,cfead0a7-adba-44c4-a7be-f49d38658272,social media,1765460947543,
209639855,ff0f8960-9692-4fc4-9f53-8ab4a52333ad,brain,1764493380975,
209639855,ff0f8960-9692-4fc4-9f53-8ab4a52333ad,brain reward,1764493544607,
209639855,ff0f8960-9692-4fc4-9f53-8ab4a52333ad,brain normalization,1764493577675,
209639855,ff0f8960-9692-4fc4-9f53-8ab4a52333ad,good,1764493582626,
209639855,ff0f8960-9692-4fc4-9f53-8ab4a52333ad,nureal reward funcation,1764493628216,
209639855,ff0f8960-9692-4fc4-9f53-8ab4a52333ad,reward funcation,1764493643921,
209639855,ff0f8960-9692-4fc4-9f53-8ab4a52333ad,reward,1764493670837,
209712041,6b255278-165f-4667-88eb-60c5521d738d,AI forgery,1763901111986,
209712041,6b255278-165f-4667-88eb-60c5521d738d,AI forgery,1763901127719,
209877109,f4444023-d19b-4bea-a955-32be24f7121e,job,1764491295353,
209877109,f4444023-d19b-4bea-a955-32be24f7121e,Ai job,1764491301339,
209877109,f4444023-d19b-4bea-a955-32be24f7121e,ai job,1764491309896,
209877109,f4444023-d19b-4bea-a955-32be24f7121e,artificial intelligence,1764491323183,
209877109,f4444023-d19b-4bea-a955-32be24f7121e,job risk,1764491504388,
209877109,f4444023-d19b-4bea-a955-32be24f7121e,work,1764491513884,
209877109,f4444023-d19b-4bea-a955-32be24f7121e,programation,1764491624301,
209877109,f4444023-d19b-4bea-a955-32be24f7121e,program,1764491628949,
209877109,f4444023-d19b-4bea-a955-32be24f7121e,AI,1764491688832,
209877109,f4444023-d19b-4bea-a955-32be24f7121e,stack over flow,1764491711773,
209877109,f4444023-d19b-4bea-a955-32be24f7121e,Stackoverflow,1764491717562,
211545348,18319dac-05a2-4c41-bfb7-2c8b3a17b9aa,ai future impact,1763629709634,
211545348,18319dac-05a2-4c41-bfb7-2c8b3a17b9aa,ai,1763629719898,
211545348,18319dac-05a2-4c41-bfb7-2c8b3a17b9aa,future technology,1763629764963,
211545348,18319dac-05a2-4c41-bfb7-2c8b3a17b9aa,technology in the future,1763629851615,
211545348,18319dac-05a2-4c41-bfb7-2c8b3a17b9aa,future technology,1763629859010,
211545348,18319dac-05a2-4c41-bfb7-2c8b3a17b9aa,smart houses,1763630165666,
211545348,18319dac-05a2-4c41-bfb7-2c8b3a17b9aa,smart home,1763630171141,
211545348,18319dac-05a2-4c41-bfb7-2c8b3a17b9aa,AI,1763630243432,
211623251,e3ded457-c5b7-49f3-bb79-07ee04a1a8e2,smartphones,1763883143897,
211644240,0ddcdbbf-d69a-4064-8069-5e0f973f10a4,technology,1763461770441,
211644240,0ddcdbbf-d69a-4064-8069-5e0f973f10a4,iq,1763461822807,
211668991,4be9ea63-5739-44dd-81d5-ec1d03eae5d2,AI,1765305753503,
211668991,4be9ea63-5739-44dd-81d5-ec1d03eae5d2,new technology,1765305858141,
211668991,4be9ea63-5739-44dd-81d5-ec1d03eae5d2,technology,1765305872815,
211668991,4be9ea63-5739-44dd-81d5-ec1d03eae5d2,AI,1765305968910,
211668991,4be9ea63-5739-44dd-81d5-ec1d03eae5d2,ai,1765305972204,
211877428,bfbaf0ed-f484-47fb-b751-777df38b5d4e,well being,1764411420481,
211877428,bfbaf0ed-f484-47fb-b751-777df38b5d4e,community in the 21st century,1764411578730,
211877428,bfbaf0ed-f484-47fb-b751-777df38b5d4e,suicides in the 21st century,1764411688038,
211877428,bfbaf0ed-f484-47fb-b751-777df38b5d4e,happiness rate,1764411722379,
211877428,bfbaf0ed-f484-47fb-b751-777df38b5d4e,happiness rate,1764411752719,
211921192,97b3566e-e1cf-4b54-960d-78799678a0e6,chess online,1764083102227,
211921192,97b3566e-e1cf-4b54-960d-78799678a0e6,chess,1764083132432,
211921192,97b3566e-e1cf-4b54-960d-78799678a0e6,chess,1764083558599,
212175665,b208c0d1-d178-4258-99e2-f66c6881bda8,artificial intelligence,1765290517593,
212175665,b208c0d1-d178-4258-99e2-f66c6881bda8,robots,1765290667233,
212175665,b208c0d1-d178-4258-99e2-f66c6881bda8,programming,1765290683889,
212175665,b208c0d1-d178-4258-99e2-f66c6881bda8,computer science,1765290708766,
212175665,b208c0d1-d178-4258-99e2-f66c6881bda8,how would ai affect jobs,1765290802998,
212175665,b208c0d1-d178-4258-99e2-f66c6881bda8,ai jobs,1765290822010,
212232631,15b87b2f-b90a-401a-b4f7-22a82ea8bbad,Artificial intelligence,1763631200369,
212232631,15b87b2f-b90a-401a-b4f7-22a82ea8bbad,Privacy,1763631208914,
212232631,15b87b2f-b90a-401a-b4f7-22a82ea8bbad,Human autonomy,1763631219760,
212232631,15b87b2f-b90a-401a-b4f7-22a82ea8bbad,privacy,1763631238619,
212584338,7cf63251-19dc-4e3c-886d-31d9b6387382,AI,1766927225074,
212584338,7cf63251-19dc-4e3c-886d-31d9b6387382,AI doing job,1766927251013,
212584338,7cf63251-19dc-4e3c-886d-31d9b6387382,job,1766927259445,
212584338,7cf63251-19dc-4e3c-886d-31d9b6387382,technology,1766927527763,
212753198,449c1a01-4931-431a-b4fa-35ae7844f50d,tecnology,1763466270707,
212753198,449c1a01-4931-431a-b4fa-35ae7844f50d,phone,1763466285667,
212753198,449c1a01-4931-431a-b4fa-35ae7844f50d,smartphone,1763466301152,
212753198,449c1a01-4931-431a-b4fa-35ae7844f50d,social media,1763466398086,
212753198,449c1a01-4931-431a-b4fa-35ae7844f50d,computers,1763466457749,
212753198,449c1a01-4931-431a-b4fa-35ae7844f50d,boycott,1763466499954,
212753198,449c1a01-4931-431a-b4fa-35ae7844f50d,tecnology,1763466563557,
212753198,449c1a01-4931-431a-b4fa-35ae7844f50d,technology,1763466576866,
213008402,8b88f0ae-0d05-47bb-adbb-086723db7678,babies and screens,1763741561389,
213008402,8b88f0ae-0d05-47bb-adbb-086723db7678,babies,1763741578504,
213008402,8b88f0ae-0d05-47bb-adbb-086723db7678,technology,1763741660579,
213008402,8b88f0ae-0d05-47bb-adbb-086723db7678,screen time,1763741831507,
213354301,95f91799-c299-4abd-9326-2b82572b524c,AI abilities,1765267443002,
213354301,95f91799-c299-4abd-9326-2b82572b524c,AI,1765267464022,
213763063,7e5a4e11-191c-4c12-b794-54bcbfdf6089,technology impact mental health and expectations,1766921935927,
213763063,7e5a4e11-191c-4c12-b794-54bcbfdf6089,socail media,1766922420680,
213763063,7e5a4e11-191c-4c12-b794-54bcbfdf6089,technology,1766922436746,
213817539,5c763033-fb0e-46aa-baeb-53280e1e39ce,ethics of technology,1766048836785,
213932338,1d8d53cd-2642-46d5-b346-9a758348230b,ai,1765657771692,
213932338,1d8d53cd-2642-46d5-b346-9a758348230b,will ai replace doctors?,1765657784436,
213932338,1d8d53cd-2642-46d5-b346-9a758348230b,medical ai,1765657790992,
213932338,1d8d53cd-2642-46d5-b346-9a758348230b,ai,1765657795071,
213932338,1d8d53cd-2642-46d5-b346-9a758348230b,chatbot,1765657803599,
213932338,1d8d53cd-2642-46d5-b346-9a758348230b,ai in high tech companies,1765657809804,
213932338,1d8d53cd-2642-46d5-b346-9a758348230b,ai revoloution,1765657823101,
213932338,1d8d53cd-2642-46d5-b346-9a758348230b,ai,1765657827719,
213932338,1d8d53cd-2642-46d5-b346-9a758348230b,work with ai,1765658118565,
213932338,1d8d53cd-2642-46d5-b346-9a758348230b,chat gbt school,1765658147261,
213932338,1d8d53cd-2642-46d5-b346-9a758348230b,2025 top tech companies,1765658163246,
213932338,1d8d53cd-2642-46d5-b346-9a758348230b,2025 top tech companies,1765658169516,
213932338,1d8d53cd-2642-46d5-b346-9a758348230b,ai,1765658175079,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,technology and mental health,1764504424162,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,mental health,1764504439816,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,mental health and social media,1764504449368,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,comparisons in social media,1764504560803,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,social media,1764504568637,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,social media effects on mental health,1764504594535,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,social media and mental health,1764504608567,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,unhealthy social media,1764504631270,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,social media and phsycology,1764504665885,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,socila media and psychology,1764504680637,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,psychology and social media,1764504689971,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,problematic social media use,1764504764639,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,socila media and psychology,1764504872955,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,social media and psycholofy,1764504881468,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,social media and psychology,1764504886014,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,socila media and mental health,1764504972668,
214575375,1af4b629-8130-463a-997d-3376f9e766d8,mental health and social media,1764504991385,
214578338,84e18c1b-9f44-420c-a376-ccbbbb7888e1,social media algorithms,1765996086968,
214578338,84e18c1b-9f44-420c-a376-ccbbbb7888e1,social media algorithms,1765996101271,
214578338,84e18c1b-9f44-420c-a376-ccbbbb7888e1,social media,1765996109352,
214578338,84e18c1b-9f44-420c-a376-ccbbbb7888e1,recommendation algorithms,1765996327419,
214694564,a726664e-c100-44b2-8c00-be57e5dccce9,AI recolution,1763989869384,
214694564,a726664e-c100-44b2-8c00-be57e5dccce9,AI  or people who know AI,1763989912829,
214694564,a726664e-c100-44b2-8c00-be57e5dccce9,AI taking Jobs,1763990109667,
214694564,a726664e-c100-44b2-8c00-be57e5dccce9,people control of AI,1763990200283,
214694564,a726664e-c100-44b2-8c00-be57e5dccce9,people control of AI,1763990224401,
214694564,a726664e-c100-44b2-8c00-be57e5dccce9,people control of AI,1763990398417,
214694564,a726664e-c100-44b2-8c00-be57e5dccce9,Ai creating jobs,1763990404712,
214945065,409b6a8d-1879-42ff-8583-a918ca985d41,showerheads,1767050322594,
214945065,409b6a8d-1879-42ff-8583-a918ca985d41,showerhead,1767050340964,
214945065,409b6a8d-1879-42ff-8583-a918ca985d41,showerhead,1767050342721,
214945065,409b6a8d-1879-42ff-8583-a918ca985d41,shower,1767050517596,
214945065,409b6a8d-1879-42ff-8583-a918ca985d41,power outage,1767050654191,
214945065,409b6a8d-1879-42ff-8583-a918ca985d41,power bill,1767050710213,
214945065,409b6a8d-1879-42ff-8583-a918ca985d41,power bill,1767050719087,
214945065,409b6a8d-1879-42ff-8583-a918ca985d41,power bill,1767050726721,
214945065,409b6a8d-1879-42ff-8583-a918ca985d41,power,1767050738296,
214945065,409b6a8d-1879-42ff-8583-a918ca985d41,elecric devices,1767050765417,
214945065,409b6a8d-1879-42ff-8583-a918ca985d41,electric devices,1767050776805,
214945065,409b6a8d-1879-42ff-8583-a918ca985d41,electricity,1767050784400,
215008087,1aa3630c-629f-4bb1-a7ce-7b93e16471f9,artificial intelligence,1763556476372,
215008087,1aa3630c-629f-4bb1-a7ce-7b93e16471f9,ethics,1763556678350,
215008087,1aa3630c-629f-4bb1-a7ce-7b93e16471f9,nissan,1763556700924,
215008087,1aa3630c-629f-4bb1-a7ce-7b93e16471f9,artificial intelligence,1763557016133,
215203746,d19bc1a7-dd8a-4717-bfc2-012201bc9a46,endless scrolling,1765653100798,
215203746,d19bc1a7-dd8a-4717-bfc2-012201bc9a46,doom scrollnih,1765653135037,
215203746,d19bc1a7-dd8a-4717-bfc2-012201bc9a46,doom scrolling,1765653145336,
215203746,d19bc1a7-dd8a-4717-bfc2-012201bc9a46,social media apps,1765653353617,
215203746,d19bc1a7-dd8a-4717-bfc2-012201bc9a46,shorts,1765653495930,
215203746,d19bc1a7-dd8a-4717-bfc2-012201bc9a46,youtube shorts,1765653513748,
215236134,f5ee57d3-5d5a-4166-9db1-e41abdd0bf4c,labor and capital bargaining,1764182837043,
215236134,f5ee57d3-5d5a-4166-9db1-e41abdd0bf4c,labor,1764182847630,
215236134,f5ee57d3-5d5a-4166-9db1-e41abdd0bf4c,wage dynamics,1764182863005,
215236134,f5ee57d3-5d5a-4166-9db1-e41abdd0bf4c,wage,1764182869571,
215236134,f5ee57d3-5d5a-4166-9db1-e41abdd0bf4c,capital,1764183059751,
215236134,f5ee57d3-5d5a-4166-9db1-e41abdd0bf4c,wage,1764183185272,
215236134,f5ee57d3-5d5a-4166-9db1-e41abdd0bf4c,artificial intelligence labor,1764183318698,
215236134,f5ee57d3-5d5a-4166-9db1-e41abdd0bf4c,AI,1764183328000,
215549015,59711e70-0df8-45d1-a49f-2fe6f68932bb,ai and environment,1764621136162,
215549015,59711e70-0df8-45d1-a49f-2fe6f68932bb,ai and global warming,1764621149994,
215549015,59711e70-0df8-45d1-a49f-2fe6f68932bb,ai and the economy,1764621165671,
215549015,59711e70-0df8-45d1-a49f-2fe6f68932bb,ai,1764621170582,
215550260,53b9f276-687c-4a7d-829d-3d86d738ea83,LLMs,1763926875646,
215550260,53b9f276-687c-4a7d-829d-3d86d738ea83,generalization of llms,1763926945394,
215550260,53b9f276-687c-4a7d-829d-3d86d738ea83,llm,1763926961396,
216232124,cb0dcb7f-079c-4cac-99cf-00a417221b5e,agi,1767107607966,
216232124,cb0dcb7f-079c-4cac-99cf-00a417221b5e,agi,1767108082374,
230490476,09425925-94d2-4633-9ff1-7e70cdcd9db8,Shakey,1763977873553,
230490476,09425925-94d2-4633-9ff1-7e70cdcd9db8,Shakey the robot,1763977890913,
230490476,09425925-94d2-4633-9ff1-7e70cdcd9db8,Computer vision,1763978026964,
230490476,09425925-94d2-4633-9ff1-7e70cdcd9db8,Shakey the Robot,1763978174849,
230490476,09425925-94d2-4633-9ff1-7e70cdcd9db8,Natural language processing,1763978228134,
2933,0655223d-fc15-4ddc-b95c-f198563bb12d,AI taking over jobs,1763996959222,
2934,052d2033-e8fb-4455-87b8-9f70e4ed258c,robots,1763995834783,
2952,5aa18ed3-2d42-465c-bbb5-e2fa3f1e7fc2,Attention span,1763492762652,
